station,city,latitude,longitude,PM2.5,PM10,NO2,SO2,CO,overall_aqi,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure,hour,target_aqi_next_6h,timestamp
"Silk Board, Bengaluru - KSPCB",Bengaluru,12.92,77.62,58.0,100.0,56.0,3.0,30.0,100.0,29.7,20,14.0,89,917.9,12,100.0,2026-02-13T12:17:06.460076
"Siltara Phase-II, Raipur - CECB",Raipur,21.37,81.66,63.0,118.0,33.0,3.0,35.0,118.0,29.2,34,5.4,86,983.8,12,118.0,2026-02-13T12:17:06.460076
"Sinchan Bhavan, Kolhapur - MPCB",Kolhapur,16.71,74.24,51.0,74.0,46.0,6.0,7.0,74.0,28.6,30,14.7,107,952.1,12,74.0,2026-02-13T12:17:06.460076
"Sion, Mumbai - MPCB",Mumbai,19.05,72.87,102.0,0.0,32.0,0.0,0.0,102.0,26.3,70,6.5,304,1013.0,12,102.0,2026-02-13T12:17:06.460076
"Sirifort, Delhi - CPCB",Delhi,28.55,77.22,202.0,216.0,30.0,32.0,56.0,216.0,21.4,55,7.5,287,990.6,12,216.0,2026-02-13T12:17:06.460076
"Sneh Nagar, Nanded - MPCB",Nanded,19.17,77.3,119.0,103.0,16.0,3.0,22.0,119.0,31.0,33,5.6,130,973.2,12,119.0,2026-02-13T12:17:06.460076
"Somajiguda, Hyderabad - TSPCB",Hyderabad,17.42,78.46,60.0,91.0,18.0,20.0,14.0,91.0,29.5,30,11.3,107,955.7,12,91.0,2026-02-13T12:17:06.460076
"Sonia Vihar, Delhi - DPCC",Delhi,28.71,77.25,214.0,157.0,49.0,38.0,102.0,214.0,21.4,60,7.3,281,992.3,12,214.0,2026-02-13T12:17:06.460076
"Sri Aurobindo Marg, Delhi - DPCC",Delhi,28.53,77.19,111.0,123.0,91.0,9.0,47.0,123.0,21.3,55,7.5,287,988.4,12,123.0,2026-02-13T12:17:06.460076
"Stuart Hill, Madikeri - KSPCB",Madikeri,12.42,75.74,0.0,34.0,0.0,7.0,14.0,34.0,28.2,35,13.0,90,890.2,12,34.0,2026-02-13T12:17:06.460076
"Subash Chowk, Churu - RSPCB",Churu,28.3,74.96,79.0,115.0,31.0,8.0,39.0,115.0,23.5,41,5.4,290,983.0,12,115.0,2026-02-13T12:17:06.460076
"Suhagi, Jabalpur - JMC",Jabalpur,23.22,79.96,0.0,89.0,52.0,20.0,58.0,89.0,26.9,44,2.1,301,971.8,12,89.0,2026-02-13T12:17:06.460076
"Suryakiran Bhawan NCL, Singrauli - MPPCB",Singrauli,24.11,82.65,225.0,191.0,0.0,59.0,61.0,225.0,27.5,33,11.6,300,981.6,12,225.0,2026-02-13T12:17:06.460076
"T T Nagar, Bhopal - MPPCB",Bhopal,23.23,77.4,71.0,109.0,32.0,20.0,42.0,109.0,27.5,42,0.8,297,955.5,12,109.0,2026-02-13T12:17:06.460076
"Talcher Coalfields,Talcher - OSPCB",Talcher,20.94,85.17,179.0,238.0,65.0,17.0,34.0,238.0,29.7,38,8.6,90,1002.8,12,238.0,2026-02-13T12:17:06.460076
"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,26.83,80.89,94.0,122.0,45.0,10.0,49.0,122.0,23.3,53,10.1,287,1001.8,12,122.0,2026-02-13T12:17:06.460076
"Tarakpur, Ahmednagar - MPCB",Ahmednagar,19.1,74.73,81.0,107.0,20.0,22.0,43.0,107.0,27.7,40,12.5,139,943.9,12,107.0,2026-02-13T12:17:06.460076
"Tarapur, Silchar - PCBA",Silchar,24.83,92.8,60.0,61.0,24.0,6.0,45.0,61.0,27.5,48,2.5,278,1009.8,12,61.0,2026-02-13T12:17:06.460076
"Tata Township, Bileipada - OSPCB",Bileipada,22.06,85.47,167.0,133.0,11.0,9.0,37.0,167.0,28.7,24,8.7,330,964.7,12,167.0,2026-02-13T12:17:06.460076
"Teri Gram, Gurugram - HSPCB",Gurugram,28.43,77.15,203.0,0.0,0.0,0.0,93.0,203.0,22.2,51,8.6,292,987.0,12,203.0,2026-02-13T12:17:06.460076
"Thavakkara, Kannur - Kerala PCB",Kannur,11.88,75.37,84.0,104.0,15.0,0.0,0.0,104.0,32.0,42,12.9,216,1008.8,12,104.0,2026-02-13T12:17:06.460076
"Thergaon, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,18.62,73.77,0.0,0.0,71.0,4.0,58.0,71.0,30.0,31,13.8,97,951.8,12,71.0,2026-02-13T12:17:06.460076
"Thimmalapura, Tumakuru - KSPCB",Tumakuru,13.38,77.1,123.0,133.0,32.0,26.0,54.0,133.0,29.1,21,14.8,76,925.1,12,133.0,2026-02-13T12:17:06.460076
"Toll Gate, Tirumala - APPCB",Tirumala,13.67,79.35,52.0,57.0,29.0,14.0,18.0,57.0,24.9,32,12.7,75,914.0,12,57.0,2026-02-13T12:17:06.460076
"Tondare-Taloja, Navi Mumbai - MPCB",Navi Mumbai,19.06,73.12,113.0,124.0,39.0,4.0,20.0,124.0,29.9,49,4.6,309,1011.9,12,124.0,2026-02-13T12:17:06.460076
"Town Hall, Munger - BSPCB",Munger,25.38,86.47,87.0,67.0,5.0,30.0,0.0,87.0,25.3,54,7.8,292,1009.7,12,87.0,2026-02-13T12:17:06.460076
"Transport Nagar, Moradabad - UPPCB",Moradabad,28.8,78.75,46.0,66.0,30.0,40.0,67.0,67.0,21.0,68,7.6,267,993.7,12,67.0,2026-02-13T12:17:06.460076
"Transport Nagar-Nigdi, Pune - IITM",Pune,18.66,73.76,144.0,123.0,63.0,0.0,62.0,144.0,29.8,31,13.8,97,947.5,12,144.0,2026-02-13T12:17:06.460076
"Trivenidevi Bhalotia College, Asansol - WBPCB",Asansol,23.62,87.12,116.0,102.0,32.0,9.0,91.0,116.0,28.0,30,7.9,344,1002.8,12,116.0,2026-02-13T12:17:06.460076
"Udyogamandal, Eloor - Kerala PCB",Eloor,10.07,76.3,161.0,92.0,8.0,1.0,0.0,161.0,29.3,60,8.7,253,1009.8,12,161.0,2026-02-13T12:17:06.460076
"Upvan Fort, Thane - MPCB",Thane,19.22,72.96,40.0,104.0,37.0,18.0,26.0,104.0,31.8,38,4.2,329,1007.9,12,104.0,2026-02-13T12:17:06.460076
"Urban Estate-II, Hisar - HSPCB",Hisar,29.14,75.74,49.0,80.0,27.0,12.0,37.0,80.0,22.4,50,5.8,292,991.6,12,80.0,2026-02-13T12:17:06.460076
"Urban, Chamarajanagar - KSPCB",Chamarajanagar,11.55,76.56,35.0,57.0,30.0,0.0,22.0,57.0,34.2,31,6.6,257,915.2,12,57.0,2026-02-13T12:17:06.460076
"Urja Nagar, Korba - CECB",Korba,22.35,82.55,0.0,0.0,0.0,0.0,0.0,26.0,30.0,24,4.7,302,977.9,12,26.0,2026-02-13T12:17:06.460076
"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",Bhiwadi,28.21,76.83,225.0,186.0,57.0,11.0,46.0,225.0,22.6,51,8.2,293,987.0,12,225.0,2026-02-13T12:17:06.460076
"Vasundhara, Ghaziabad - UPPCB",Ghaziabad,28.66,77.36,213.0,158.0,42.0,19.0,29.0,213.0,22.0,52,7.1,285,992.4,12,213.0,2026-02-13T12:17:06.460076
"Vedhaynath Colony, Sirohi - RSPCB",Sirohi,24.89,72.86,0.0,67.0,36.0,9.0,28.0,67.0,29.1,34,6.8,342,981.3,12,67.0,2026-02-13T12:17:06.460076
"Velachery Res. Area, Chennai - CPCB",Chennai,13.01,80.24,0.0,0.0,14.0,7.0,0.0,14.0,29.7,53,11.2,42,1013.1,12,14.0,2026-02-13T12:17:06.460076
"Vibhab Nagar, Firozabad - UPPCB",Firozabad,27.16,78.4,43.0,38.0,15.0,19.0,16.0,43.0,22.8,59,6.4,286,996.9,12,43.0,2026-02-13T12:17:06.460076
"Victoria, Kolkata - WBPCB",Kolkata,22.54,88.34,154.0,145.0,69.0,19.0,42.0,154.0,26.7,46,7.5,343,1013.7,12,154.0,2026-02-13T12:17:06.460076
"Vidayagiri, Bagalkot - KSPCB",Bagalkot,16.17,75.66,35.0,46.0,12.0,7.0,24.0,46.0,30.3,26,15.9,87,954.1,12,46.0,2026-02-13T12:17:06.460076
"Vidhyanagar, Bhavnagar - Nexteng Enviro",Bhavnagar,21.76,72.14,0.0,219.0,63.0,39.0,124.0,219.0,29.0,46,9.0,2,1010.5,12,219.0,2026-02-13T12:17:06.460076
"Vijay Nagar, Ramanagara - KSPCB",Ramanagara,12.73,77.3,45.0,0.0,55.0,14.0,28.0,55.0,31.0,22,13.7,90,937.3,12,55.0,2026-02-13T12:17:06.460076
"Vijay Nagar, Sangli - MPCB",Sangli,16.5,74.36,0.0,0.0,0.0,0.0,0.0,34.0,29.1,29,13.7,92,949.5,12,34.0,2026-02-13T12:17:06.460076
"Vikas Sadan, Gurugram - HSPCB",Gurugram,28.45,77.03,0.0,202.0,26.0,5.0,98.0,202.0,21.8,58,7.5,287,990.3,12,202.0,2026-02-13T12:17:06.460076
"Vile Parle West, Mumbai - MPCB",Mumbai,19.11,72.84,0.0,115.0,11.0,49.0,24.0,115.0,26.3,70,6.5,304,1012.1,12,115.0,2026-02-13T12:17:06.460076
"Vinoba Nagara, Shivamogga - KSPCB",Shivamogga,13.94,75.56,42.0,60.0,22.0,5.0,0.0,60.0,30.3,34,18.7,90,948.6,12,60.0,2026-02-13T12:17:06.460076
"Vivek Vihar, Delhi - DPCC",Delhi,28.67,77.32,212.0,152.0,56.0,15.0,62.0,212.0,22.0,52,7.1,285,992.4,12,212.0,2026-02-13T12:17:06.460076
"Ward-32 Bapupara, Siliguri - WBPCB",Siliguri,26.69,88.42,113.0,131.0,18.0,16.0,53.0,131.0,22.8,58,9.1,187,1001.3,12,131.0,2026-02-13T12:17:06.460076
"Wazirpur, Delhi - DPCC",Delhi,28.7,77.17,217.0,185.0,137.0,8.0,87.0,217.0,21.2,62,7.3,281,990.9,12,217.0,2026-02-13T12:17:06.460076
"Womens College_City Center, Durgapur - WBPCB",Durgapur,23.55,87.3,98.0,137.0,30.0,27.0,66.0,137.0,28.9,29,9.5,349,1004.0,12,137.0,2026-02-13T12:17:06.460076
"Yamunapuram, Bulandshahr - UPPCB",Bulandshahr,28.41,77.85,94.0,146.0,64.0,16.0,65.0,146.0,20.8,67,7.3,279,992.5,12,146.0,2026-02-13T12:17:06.460076
"Yerramukkapalli, Kadapa - APPCB",Kadapa,14.47,78.82,77.0,74.0,20.0,18.0,37.0,77.0,30.7,29,11.2,86,999.3,12,77.0,2026-02-13T12:17:06.460076
"Zero Point GICI, Gangtok - SSPCB",Gangtok,27.34,88.61,67.0,63.0,6.0,1.0,14.0,67.0,16.7,57,7.3,160,843.3,12,67.0,2026-02-13T12:17:06.460076
"Zoo Park, Hyderabad - TSPCB",Hyderabad,17.35,78.45,117.0,129.0,10.0,4.0,19.0,129.0,29.7,30,11.3,107,958.4,12,129.0,2026-02-13T12:17:06.460076
